support,itemsets
0.0612,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Micro_Sprinkler', 'disease_pressure_Low']"
0.0678,"['planting_season_Spring', 'irrigation_method_Rainfall_Only', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0526,"['pest_pressure_Low', 'planting_season_Spring', 'irrigation_method_Rainfall_Only', 'disease_pressure_Low']"
0.0626,"['irrigation_method_Rainfall_Only', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'planting_season_Spring']"
0.0576,"['planting_season_Spring', 'irrigation_method_Sprinkler', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0572,"['planting_season_Spring', 'soil_ph_category_Neutral', 'irrigation_method_Sprinkler', 'disease_pressure_Low']"
0.0612,"['planting_season_Spring', 'disease_pressure_Low', 'irrigation_method_Subsurface_Drip', 'nitrogen_content_category_High']"
0.051,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'irrigation_method_Subsurface_Drip']"
0.0596,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'irrigation_method_Subsurface_Drip']"
0.0676,"['pest_pressure_Low', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.132,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.054,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0778,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.101,"['planting_season_Spring', 'organic_matter_percent_category_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0586,"['soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0704,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.143,"['organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0556,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0872,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0732,"['planting_season_Spring', 'pest_pressure_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.187,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0524,"['profit_category_VeryHigh', 'pest_pressure_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0764,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.1102,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0602,"['pest_pressure_Low', 'yield_category_VeryHigh', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.1158,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0686,"['pest_pressure_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0962,"['planting_season_Spring', 'profit_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.088,"['planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.089,"['profit_category_Medium', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.1028,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0534,"['region_California_Central_Valley', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0534,"['planting_season_Spring', 'region_Great_Plains', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0588,"['region_Midwest', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0556,"['region_Pacific_Northwest', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0536,"['region_Southeast', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0514,"['region_Southwest', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.152,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.2236,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0612,"['planting_season_Spring', 'disease_pressure_Low', 'soil_type_Clay', 'nitrogen_content_category_High']"
0.0672,"['soil_type_Clayey_Loam', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0674,"['soil_type_Loam', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0606,"['soil_type_Sandy', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.0536,"['soil_type_Sandy_Loam', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.066,"['planting_season_Spring', 'disease_pressure_Low', 'soil_type_Silt', 'nitrogen_content_category_High']"
0.0606,"['planting_season_Spring', 'disease_pressure_Low', 'tillage_type_Conventional_Till', 'nitrogen_content_category_High']"
0.063,"['tillage_type_Deep_Till', 'disease_pressure_Low', 'planting_season_Spring', 'nitrogen_content_category_High']"
0.061,"['tillage_type_Minimum_Till', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.07,"['planting_season_Spring', 'disease_pressure_Low', 'tillage_type_No_Till', 'nitrogen_content_category_High']"
0.0606,"['tillage_type_Reduced_Till', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0608,"['tillage_type_Strip_Till', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0814,"['yield_category_High', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0892,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.093,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.1124,"['yield_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0574,"['soil_ph_category_Neutral', 'profit_category_High', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0548,"['profit_category_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0646,"['yield_category_Low', 'profit_category_Low', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0522,"['profit_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0592,"['profit_category_VeryHigh', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.079,"['profit_category_VeryHigh', 'yield_category_VeryHigh', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0558,"['yield_category_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0514,"['yield_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0666,"['yield_category_VeryHigh', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_High']"
0.0568,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_Low']"
0.0634,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'nitrogen_content_category_Medium']"
0.077,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'nitrogen_content_category_Medium']"
0.1078,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0622,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0638,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0504,"['planting_season_Spring', 'organic_matter_percent_category_High', 'profit_category_High', 'disease_pressure_Low']"
0.0534,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'profit_category_Medium']"
0.06,"['profit_category_VeryHigh', 'planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0842,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'planting_season_Spring']"
0.1274,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0524,"['yield_category_Medium', 'planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low']"
0.0628,"['planting_season_Spring', 'organic_matter_percent_category_High', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0792,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Low', 'disease_pressure_Low']"
0.0516,"['planting_season_Spring', 'pest_pressure_Medium', 'organic_matter_percent_category_Low', 'disease_pressure_Low']"
0.0692,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Low', 'disease_pressure_Low', 'planting_season_Spring']"
0.0942,"['planting_season_Spring', 'soil_ph_category_Neutral', 'organic_matter_percent_category_Low', 'disease_pressure_Low']"
0.1084,"['pest_pressure_Low', 'planting_season_Spring', 'organic_matter_percent_category_Medium', 'disease_pressure_Low']"
0.065,"['pest_pressure_Low', 'organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0724,"['organic_matter_percent_category_Medium', 'pest_pressure_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0594,"['organic_matter_percent_category_Medium', 'profit_category_High', 'disease_pressure_Low', 'planting_season_Spring']"
0.0536,"['organic_matter_percent_category_Medium', 'profit_category_Low', 'disease_pressure_Low', 'planting_season_Spring']"
0.0624,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0872,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.1358,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'planting_season_Spring']"
0.0576,"['yield_category_High', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0516,"['yield_category_Low', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0516,"['yield_category_Medium', 'organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.0626,"['organic_matter_percent_category_Medium', 'disease_pressure_Low', 'planting_season_Spring', 'yield_category_VeryHigh']"
0.0716,"['planting_season_Spring', 'soil_ph_category_Neutral', 'pest_pressure_High', 'disease_pressure_Low']"
0.0736,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_High', 'disease_pressure_Low']"
0.0668,"['pest_pressure_Low', 'planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low']"
0.0718,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'profit_category_Medium']"
0.0832,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'pest_pressure_Low']"
0.1214,"['pest_pressure_Low', 'soil_ph_category_Alkaline', 'planting_season_Spring', 'disease_pressure_Low']"
0.1734,"['pest_pressure_Low', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.054,"['pest_pressure_Low', 'soil_type_Loam', 'disease_pressure_Low', 'planting_season_Spring']"
0.0506,"['pest_pressure_Low', 'soil_type_Sandy', 'disease_pressure_Low', 'planting_season_Spring']"
0.051,"['pest_pressure_Low', 'tillage_type_Minimum_Till', 'planting_season_Spring', 'disease_pressure_Low']"
0.0516,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'tillage_type_No_Till']"
0.0538,"['pest_pressure_Low', 'tillage_type_Reduced_Till', 'planting_season_Spring', 'disease_pressure_Low']"
0.0654,"['pest_pressure_Low', 'yield_category_High', 'planting_season_Spring', 'disease_pressure_Low']"
0.069,"['yield_category_Low', 'planting_season_Spring', 'disease_pressure_Low', 'pest_pressure_Low']"
0.073,"['pest_pressure_Low', 'yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low']"
0.088,"['pest_pressure_Low', 'planting_season_Spring', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.052,"['yield_category_Low', 'profit_category_Low', 'disease_pressure_Low', 'pest_pressure_Low']"
0.062,"['profit_category_VeryHigh', 'pest_pressure_Low', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0534,"['pest_pressure_Low', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0552,"['profit_category_VeryHigh', 'planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low']"
0.0752,"['soil_ph_category_Alkaline', 'pest_pressure_Medium', 'disease_pressure_Low', 'planting_season_Spring']"
0.1124,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low', 'soil_ph_category_Neutral']"
0.0564,"['planting_season_Spring', 'pest_pressure_Medium', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0602,"['soil_ph_category_Alkaline', 'profit_category_High', 'disease_pressure_Low', 'planting_season_Spring']"
0.0902,"['planting_season_Spring', 'soil_ph_category_Neutral', 'profit_category_High', 'disease_pressure_Low']"
0.0756,"['yield_category_High', 'planting_season_Spring', 'profit_category_High', 'disease_pressure_Low']"
0.0558,"['soil_ph_category_Alkaline', 'profit_category_Low', 'disease_pressure_Low', 'planting_season_Spring']"
0.0866,"['planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low', 'soil_ph_category_Neutral']"
0.1102,"['yield_category_Low', 'planting_season_Spring', 'profit_category_Low', 'disease_pressure_Low']"
0.0592,"['soil_ph_category_Alkaline', 'disease_pressure_Low', 'planting_season_Spring', 'profit_category_Medium']"
0.0856,"['planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low', 'profit_category_Medium']"
0.0802,"['yield_category_Medium', 'planting_season_Spring', 'disease_pressure_Low', 'profit_category_Medium']"
0.0654,"['profit_category_VeryHigh', 'soil_ph_category_Alkaline', 'disease_pressure_Low', 'planting_season_Spring']"
0.095,"['profit_category_VeryHigh', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.1172,"['profit_category_VeryHigh', 'planting_season_Spring', 'disease_pressure_Low', 'yield_category_VeryHigh']"
0.0514,"['planting_season_Spring', 'soil_ph_category_Neutral', 'region_Great_Plains', 'disease_pressure_Low']"
0.0542,"['region_Midwest', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.052,"['region_Northeast', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0528,"['region_Pacific_Northwest', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
0.0504,"['region_Southeast', 'planting_season_Spring', 'soil_ph_category_Neutral', 'disease_pressure_Low']"
